,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
620,769426200,Existing Customer,43,M,0,Graduate,Divorced,$80K - $120K,Blue,30,5,3,4,11100.3,1520,15014.3,0.275,6214
621,808352980,Existing Customer,67,M,2,Doctorate,Married,Unknown,Silver,55,1,1,2,4185.2,1583,1812.8,2.923,2286
622,710198499,Existing Customer,45,F,0,Graduate,Unknown,$40K - $60K,Blue,22,4,4,2,4262.8,2487,4384.3,3.16,16023
623,737342772,Attrited Customer,31,M,2,Graduate,Unknown,Less than $40K,Blue,36,2,0,4,4249.8,1575,1950.7,0.399,15738
624,878580630,Existing Customer,37,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,16,5,3,0,11782.4,1761,10889.0,0.474,1754
625,834415503,Existing Customer,27,F,2,Post-Graduate,Unknown,$40K - $60K,Blue,49,4,2,0,3527.1,1991,5002.1,0.209,1843
626,870158648,Existing Customer,32,M,4,Post-Graduate,Married,Less than $40K,Blue,16,2,5,0,1445.2,1268,3527.8,0.445,4179
627,823291756,Attrited Customer,41,F,4,Unknown,Unknown,Less than $40K,Blue,25,4,1,5,11486.8,2080,3636.0,0.791,18094
628,857832377,Existing Customer,28,F,2,College,Single,$60K - $80K,Blue,37,5,4,0,2940.1,1046,13883.9,3.301,16089
629,717310852,Existing Customer,70,M,1,Graduate,Married,Unknown,Blue,25,4,3,2,2320.8,48,6148.5,2.304,18348
630,754564054,Existing Customer,28,F,3,Uneducated,Single,$60K - $80K,Blue,30,3,4,6,3607.4,461,9357.7,2.669,2443
631,897206748,Existing Customer,52,F,0,Doctorate,Unknown,Less than $40K,Blue,36,5,4,1,5261.0,335,16413.8,2.661,1256
632,864991210,Existing Customer,68,F,5,Post-Graduate,Divorced,$80K - $120K,Blue,14,4,6,4,6606.7,1381,16741.1,1.866,9542
633,778733130,Attrited Customer,65,F,3,Unknown,Single,$80K - $120K,Silver,45,1,5,6,1802.8,1145,3287.8,2.732,7337
634,833796590,Existing Customer,63,M,0,Post-Graduate,Unknown,$40K - $60K,Silver,31,4,2,1,29644.8,358,21822.0,2.066,16707
635,777273675,Existing Customer,58,F,0,Doctorate,Single,$120K +,Blue,21,3,3,6,11510.0,2393,676.3,1.138,1302
636,702276360,Existing Customer,53,F,4,Doctorate,Unknown,$40K - $60K,Blue,40,2,1,5,4561.0,192,3810.6,1.952,7437
637,749437769,Existing Customer,26,F,0,Graduate,Unknown,$40K - $60K,Blue,47,2,2,1,4508.0,1439,16330.0,1.861,18161
638,805071545,Existing Customer,33,F,5,Post-Graduate,Unknown,$120K +,Blue,51,2,1,3,6199.5,1400,2747.6,2.817,10252
639,865883132,Existing Customer,62,M,0,Doctorate,Divorced,Unknown,Blue,22,1,0,0,9311.2,755,2732.6,3.34,6879
640,811586533,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,13,3,4,5,2704.1,1684,3023.0,1.456,15310
641,792800518,Existing Customer,73,M,3,College,Married,$80K - $120K,Blue,54,5,0,6,3113.2,827,7132.9,2.619,8384
642,757849484,Existing Customer,68,F,2,Post-Graduate,Married,$40K - $60K,Blue,33,2,6,2,17134.7,889,4537.9,0.429,17186
643,850652071,Existing Customer,62,M,5,Unknown,Married,$120K +,Blue,21,3,4,0,3806.5,652,9581.2,2.664,7374
644,744079273,Attrited Customer,29,M,0,Doctorate,Married,$60K - $80K,Silver,27,4,5,0,5264.8,2455,16270.6,1.326,4532
645,792992904,Existing Customer,55,M,5,Graduate,Unknown,$40K - $60K,Silver,47,1,2,1,17838.4,2333,8350.3,0.23,11518
646,740201137,Attrited Customer,31,M,4,Graduate,Single,$80K - $120K,Blue,17,3,1,3,10142.9,1921,2101.2,1.299,12612
647,772571674,Existing Customer,71,M,2,Unknown,Single,Less than $40K,Blue,53,3,6,0,4782.9,850,19388.3,2.115,15852
648,780497273,Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Silver,34,5,5,6,10646.5,110,2650.4,0.494,11620
649,792792001,Existing Customer,57,F,1,High School,Single,$40K - $60K,Blue,53,3,1,6,1597.0,619,1636.8,3.149,5681
650,780954884,Existing Customer,34,F,0,Post-Graduate,Single,Unknown,Blue,35,5,2,4,12081.6,792,1159.9,0.356,10099
651,757235484,Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,19,1,3,4,6778.1,2097,6300.9,3.169,7220
652,795939748,Existing Customer,36,F,2,College,Divorced,$60K - $80K,Blue,35,1,6,0,14859.0,1157,1345.4,2.434,17931
653,896400549,Existing Customer,71,M,2,Doctorate,Married,$60K - $80K,Blue,37,4,0,1,26182.6,587,1545.8,1.188,5969
654,780768647,Existing Customer,41,M,4,Uneducated,Single,Less than $40K,Blue,39,5,0,1,22244.7,1309,2997.0,1.389,15447
655,723020885,Attrited Customer,26,F,5,Unknown,Divorced,$80K - $120K,Blue,53,5,1,2,20636.5,1957,2815.6,2.545,10264
656,701286643,Attrited Customer,70,F,5,Uneducated,Divorced,Less than $40K,Blue,18,2,1,5,7180.3,2361,6988.6,2.085,7558
657,741869822,Existing Customer,46,M,0,Graduate,Unknown,$40K - $60K,Platinum,46,2,1,5,5010.1,296,12378.1,2.316,9993
658,840418374,Existing Customer,55,M,1,Uneducated,Divorced,$40K - $60K,Blue,21,4,6,5,6442.4,1629,10529.3,1.384,18055
659,826223660,Existing Customer,38,F,2,Uneducated,Married,$60K - $80K,Blue,45,1,2,3,10804.8,568,2631.3,1.71,17923
660,714509187,Existing Customer,59,F,1,High School,Single,$80K - $120K,Blue,18,6,3,1,18671.2,1187,2470.1,3.367,12959
661,861998627,Existing Customer,29,F,5,College,Divorced,$120K +,Blue,49,2,0,2,3293.3,831,24127.0,0.806,15864
662,705409861,Existing Customer,53,F,5,Unknown,Married,$80K - $120K,Blue,43,3,5,4,21465.2,609,557.9,1.479,1488
663,788825083,Existing Customer,63,M,3,College,Divorced,$40K - $60K,Blue,46,1,4,6,14945.0,15,15325.6,1.063,9219
664,790197406,Attrited Customer,56,F,0,High School,Divorced,$120K +,Blue,53,6,6,5,32289.2,1369,2059.6,2.625,16270
665,889695762,Existing Customer,52,F,3,High School,Divorced,$80K - $120K,Blue,41,3,6,4,18416.9,71,21099.9,2.621,11533
666,816595132,Existing Customer,30,F,3,Uneducated,Divorced,$80K - $120K,Blue,26,5,2,4,4065.3,269,3433.1,1.065,17031
667,712831595,Existing Customer,50,M,3,Post-Graduate,Divorced,$120K +,Blue,48,1,0,0,2334.0,286,4563.1,0.369,11655
668,775524262,Existing Customer,28,M,0,Doctorate,Married,$40K - $60K,Blue,48,4,3,3,2390.4,65,9096.0,0.138,15001
669,834666073,Existing Customer,58,M,0,Doctorate,Single,$80K - $120K,Platinum,27,5,2,2,4191.7,879,6701.5,1.511,7902
670,776246546,Attrited Customer,29,M,4,Uneducated,Single,$120K +,Blue,20,5,5,3,9057.2,67,3178.5,1.454,11957
671,715814828,Existing Customer,50,F,1,Doctorate,Single,Unknown,Blue,38,3,0,0,14488.2,1216,6149.4,3.362,9097
672,748763532,Attrited Customer,45,M,1,High School,Single,Unknown,Gold,48,5,2,2,19798.9,1402,9683.7,1.65,10639
673,829716977,Existing Customer,59,F,4,College,Married,$40K - $60K,Blue,33,2,0,2,9258.1,973,802.8,0.946,14417
674,833833947,Existing Customer,51,F,4,Doctorate,Unknown,$120K +,Blue,40,1,0,1,1483.2,507,578.8,3.041,5938
675,738538877,Existing Customer,30,F,5,Unknown,Unknown,Unknown,Blue,16,2,6,3,3087.5,1125,4788.3,1.721,3099
676,773851335,Existing Customer,60,F,3,Uneducated,Married,$120K +,Blue,28,3,3,3,2278.5,885,1489.6,2.077,3544
677,744196734,Attrited Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,6,6,1,5050.0,2469,8141.7,0.416,679
678,803982440,Attrited Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,24,3,4,4,7004.8,1987,2186.1,1.364,3749
679,789630668,Existing Customer,34,M,1,Graduate,Divorced,Unknown,Blue,28,1,3,0,1792.9,774,4469.9,3.216,3925
680,805967805,Existing Customer,63,F,4,Uneducated,Divorced,$80K - $120K,Blue,52,5,0,3,4865.6,925,2041.7,2.045,11918
681,808331512,Existing Customer,31,F,2,High School,Single,Less than $40K,Blue,50,4,2,1,3017.6,119,6066.0,1.237,3994
682,872721659,Attrited Customer,44,F,2,College,Divorced,Less than $40K,Blue,54,3,5,6,9769.9,1938,1363.5,2.165,15433
683,853382256,Existing Customer,69,F,2,College,Unknown,$40K - $60K,Blue,49,1,3,2,6431.0,487,663.6,3.104,7354
684,787580056,Existing Customer,36,F,5,Unknown,Single,Unknown,Blue,41,4,4,5,6908.6,2125,867.4,1.004,4475
685,821848736,Existing Customer,27,M,5,Doctorate,Divorced,Unknown,Blue,30,5,0,6,5902.6,440,22093.2,1.767,7694
686,855030437,Existing Customer,72,F,2,High School,Single,Unknown,Blue,22,6,5,1,26430.1,461,1574.4,3.264,5890
687,810477445,Existing Customer,69,M,5,Graduate,Unknown,$120K +,Blue,54,3,3,5,3371.9,611,9128.5,0.669,18040
688,752203051,Existing Customer,69,F,3,High School,Divorced,$80K - $120K,Blue,51,6,6,4,7254.4,1317,992.4,2.475,15795
689,873519532,Attrited Customer,34,F,2,Uneducated,Unknown,Unknown,Blue,30,1,6,0,12093.0,1659,1301.3,2.128,621
690,839066015,Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,13,6,3,5,7948.7,916,5477.4,2.343,16653
691,885370428,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,51,6,3,4,22601.0,5,4876.7,1.259,17486
692,743750190,Attrited Customer,59,F,2,Unknown,Divorced,Unknown,Blue,33,1,3,5,5236.1,680,21694.9,1.136,7923
693,769334164,Existing Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,13,1,5,2,6422.1,2318,20782.0,2.358,15236
694,886404943,Attrited Customer,28,F,2,Uneducated,Divorced,Unknown,Silver,27,3,6,2,2179.5,1643,11086.5,0.811,18132
695,818975349,Existing Customer,37,F,2,Post-Graduate,Unknown,Less than $40K,Blue,16,6,2,2,8950.4,98,6950.9,1.485,6493
696,889475579,Existing Customer,53,M,5,Unknown,Divorced,$60K - $80K,Silver,32,4,4,2,4157.8,525,4748.3,0.721,10831
697,748518372,Attrited Customer,55,F,2,Post-Graduate,Unknown,$40K - $60K,Blue,22,1,4,1,2835.8,2241,3582.3,0.127,11571
698,712842659,Existing Customer,51,M,1,Unknown,Married,Unknown,Blue,35,5,0,2,7729.4,1180,21073.8,3.301,4108
699,733978002,Existing Customer,73,F,5,College,Single,$60K - $80K,Blue,53,6,1,6,7517.6,1689,6965.1,1.525,2036
700,836590867,Existing Customer,46,M,0,Unknown,Married,$40K - $60K,Silver,46,1,2,2,2069.2,1138,6557.1,3.299,8419
701,755553464,Existing Customer,53,M,0,Doctorate,Married,$120K +,Blue,45,4,6,6,11022.3,395,2346.9,0.563,2479
702,799204497,Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,3,0,1,9258.5,769,834.8,2.038,9653
703,877018926,Existing Customer,58,M,3,College,Divorced,$120K +,Gold,51,6,0,2,3114.1,1826,20827.0,0.763,18396
704,718892008,Attrited Customer,46,F,1,Graduate,Single,Less than $40K,Blue,22,1,3,4,6508.5,1545,3135.4,2.707,12038
705,825881648,Existing Customer,60,M,4,Post-Graduate,Divorced,Unknown,Blue,32,1,1,4,11631.0,682,4591.2,2.686,8811
706,735427853,Existing Customer,59,F,0,Unknown,Divorced,Less than $40K,Blue,13,5,6,3,7468.6,1556,1352.3,0.472,2864
707,891100046,Existing Customer,66,M,3,High School,Unknown,$60K - $80K,Blue,25,5,1,4,5464.7,14,13194.8,3.11,5829
708,773190814,Existing Customer,72,F,0,Graduate,Unknown,$40K - $60K,Blue,13,6,2,0,4550.9,2415,696.1,0.742,735
709,710986868,Existing Customer,43,F,1,Doctorate,Single,$80K - $120K,Blue,17,1,1,0,8979.0,1236,13070.0,2.123,15030
710,740480309,Attrited Customer,36,M,1,Graduate,Married,Less than $40K,Blue,28,6,0,0,23827.3,4,1558.1,3.353,3521
711,793691765,Existing Customer,48,M,4,High School,Single,$80K - $120K,Blue,27,1,1,1,10349.7,2278,15735.6,3.012,4636
712,739521538,Existing Customer,73,M,4,Doctorate,Divorced,$80K - $120K,Silver,40,5,1,4,2059.5,1908,9659.4,3.257,1123
713,812347791,Existing Customer,47,M,5,Graduate,Unknown,$40K - $60K,Blue,43,4,4,6,6377.6,1425,1759.5,1.231,14592
714,895190712,Existing Customer,42,F,1,Doctorate,Single,$60K - $80K,Blue,35,2,6,0,19156.4,1607,6340.0,0.448,16992
715,872891082,Existing Customer,30,M,3,Unknown,Single,$40K - $60K,Blue,55,2,6,3,2231.8,168,3124.4,0.722,5968
716,832985867,Existing Customer,69,F,0,Unknown,Unknown,Unknown,Blue,29,1,0,1,37427.0,791,1874.1,1.752,9512
717,791063625,Existing Customer,36,M,2,High School,Unknown,Less than $40K,Blue,46,5,5,3,25256.3,999,14222.0,2.718,3209
718,755454431,Existing Customer,55,F,4,High School,Unknown,$80K - $120K,Blue,25,3,1,4,2090.1,151,4117.0,0.596,8027
719,765557447,Existing Customer,40,F,2,Doctorate,Divorced,$40K - $60K,Blue,26,3,1,2,23112.0,2271,4058.8,2.277,1529
720,783845477,Existing Customer,52,F,3,Uneducated,Unknown,$40K - $60K,Blue,23,2,3,3,5047.6,503,1803.4,1.168,16413
721,777982667,Existing Customer,60,F,4,College,Married,$40K - $60K,Blue,40,4,6,2,16337.6,1573,3880.9,1.226,14208
722,890078359,Existing Customer,58,M,2,Graduate,Single,Less than $40K,Blue,54,2,1,1,5773.5,2091,14869.2,2.284,16660
723,799471732,Existing Customer,45,M,3,Graduate,Unknown,$60K - $80K,Blue,44,1,6,3,6088.8,503,3658.3,1.641,6088
724,817601287,Existing Customer,41,F,0,Uneducated,Unknown,$40K - $60K,Blue,47,4,1,3,9484.3,842,21698.3,2.78,7239
725,891898745,Existing Customer,59,M,3,Uneducated,Divorced,Less than $40K,Blue,43,3,4,5,13352.7,350,20971.6,0.615,7471
726,702667867,Existing Customer,27,M,5,Uneducated,Divorced,$80K - $120K,Blue,29,5,0,1,1713.0,2070,1595.7,2.707,11681
727,793837987,Existing Customer,60,F,4,Post-Graduate,Single,Unknown,Blue,21,5,6,1,8632.6,1659,1866.2,0.312,14457
728,812521305,Attrited Customer,65,M,1,Post-Graduate,Married,$120K +,Blue,22,1,2,0,3091.6,597,14397.8,0.74,17690
729,756987271,Existing Customer,53,M,0,Doctorate,Single,Less than $40K,Blue,20,2,0,4,4834.6,1066,3991.8,2.265,2467
730,875459001,Existing Customer,72,M,2,Post-Graduate,Unknown,$120K +,Blue,33,1,3,3,4859.3,2513,530.7,2.921,13810
731,879936571,Attrited Customer,64,F,4,Unknown,Married,$40K - $60K,Blue,25,5,0,3,6502.9,39,2740.2,0.934,4951
732,790864817,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,17,3,1,6,4691.4,2350,6872.7,1.18,13521
733,768452891,Existing Customer,34,F,3,High School,Married,Less than $40K,Blue,18,5,3,1,2346.6,174,11740.4,1.872,1611
734,765432283,Existing Customer,45,M,1,Doctorate,Married,$120K +,Silver,42,4,0,1,2697.1,998,1502.2,0.798,9739
735,858461992,Existing Customer,26,M,4,Graduate,Single,$40K - $60K,Blue,43,6,3,4,1710.1,1484,1320.0,2.777,14125
736,742734307,Existing Customer,33,M,4,College,Divorced,$80K - $120K,Blue,29,5,2,1,6520.8,1216,18365.6,2.653,15242
737,767606426,Attrited Customer,48,F,5,High School,Divorced,$60K - $80K,Blue,23,5,0,2,26149.2,2291,10236.3,0.579,12876
738,745791733,Existing Customer,28,F,5,Graduate,Unknown,$60K - $80K,Blue,32,6,6,2,2421.4,835,6737.4,1.631,10480
739,838795966,Existing Customer,29,M,1,Graduate,Divorced,$40K - $60K,Blue,21,4,6,5,24827.5,2327,10763.0,2.657,13502
740,855032720,Existing Customer,50,F,3,Doctorate,Divorced,$120K +,Blue,14,2,5,2,12012.9,1059,4420.8,1.213,1491
741,827833288,Attrited Customer,72,M,1,Uneducated,Divorced,Unknown,Blue,49,5,1,2,9555.8,897,10444.9,2.189,16640
742,855506676,Existing Customer,63,F,4,Uneducated,Divorced,$40K - $60K,Blue,13,1,3,4,9729.4,1563,3754.3,0.266,9076
743,705562067,Existing Customer,40,F,4,High School,Unknown,Unknown,Blue,16,5,5,3,15461.1,1046,2458.9,2.109,6859
744,873009356,Existing Customer,46,M,2,Uneducated,Single,Unknown,Silver,48,1,5,2,2342.6,931,9639.8,0.604,11238
745,790012399,Existing Customer,60,M,5,Graduate,Married,$120K +,Blue,37,4,4,5,7059.6,2138,4309.1,2.841,8058
746,861563548,Attrited Customer,71,M,2,Uneducated,Divorced,Unknown,Blue,15,5,3,1,10992.6,2437,28383.5,1.273,3956
747,735154828,Attrited Customer,39,M,0,Post-Graduate,Single,$80K - $120K,Blue,21,4,5,2,8509.0,1251,3509.9,1.029,13330
748,854306093,Existing Customer,61,F,4,Uneducated,Divorced,$120K +,Blue,34,4,4,5,15745.5,1225,18332.9,2.875,3382
749,758842658,Attrited Customer,37,F,2,Graduate,Divorced,$40K - $60K,Blue,35,2,5,4,2038.1,1373,19417.5,0.265,9878
750,743109628,Existing Customer,42,F,1,Doctorate,Married,$80K - $120K,Blue,24,5,1,6,10825.6,1061,2438.1,1.409,1845
751,713021573,Attrited Customer,64,M,5,High School,Married,Less than $40K,Blue,22,1,2,6,7547.0,499,11704.1,1.321,5923
752,752827729,Existing Customer,34,M,5,College,Married,$60K - $80K,Silver,46,1,4,6,5251.5,1722,4472.7,1.04,17006
753,878838386,Existing Customer,60,F,3,Uneducated,Divorced,$40K - $60K,Blue,55,5,2,1,4765.5,2115,17966.8,3.109,13933
754,864151551,Existing Customer,38,M,1,Unknown,Divorced,$40K - $60K,Blue,22,6,3,5,9196.2,1763,4686.4,2.578,5804
755,780155332,Existing Customer,40,F,3,Unknown,Divorced,$40K - $60K,Blue,42,2,1,2,19168.9,2170,10046.4,0.311,10547
756,889736856,Existing Customer,43,F,2,Graduate,Married,$80K - $120K,Blue,34,2,4,3,6922.2,1708,4904.2,2.458,2497
757,885727425,Existing Customer,58,F,0,College,Unknown,Less than $40K,Blue,18,2,3,1,15369.1,335,2309.6,1.84,5339
758,786966281,Existing Customer,31,F,1,College,Single,$120K +,Blue,14,1,5,1,5553.4,1176,2056.3,3.073,11944
759,707136029,Existing Customer,52,F,1,Post-Graduate,Unknown,Less than $40K,Blue,42,4,6,6,2302.2,778,4378.9,1.133,15058
760,894212716,Existing Customer,48,M,1,College,Divorced,$80K - $120K,Blue,14,6,0,3,1945.8,1185,10359.6,1.995,17146
761,871086852,Existing Customer,52,M,3,Unknown,Divorced,$40K - $60K,Blue,44,2,3,6,1859.6,1933,7003.4,1.752,9938
762,813245302,Attrited Customer,59,M,2,Doctorate,Unknown,$60K - $80K,Blue,54,1,2,1,5264.2,1466,8667.4,1.716,17517
763,855714551,Existing Customer,71,F,1,Graduate,Divorced,$40K - $60K,Blue,28,1,1,2,4728.7,2470,2822.2,1.605,3666
764,706285088,Existing Customer,63,F,1,Graduate,Single,$120K +,Blue,24,4,1,6,11563.0,1561,5096.8,0.779,11838
765,818550901,Existing Customer,39,F,5,Uneducated,Divorced,Unknown,Blue,13,5,3,6,12301.9,938,817.9,2.594,3899
766,884125585,Attrited Customer,61,F,0,Uneducated,Single,$60K - $80K,Blue,20,5,5,6,1855.5,803,12408.3,1.589,9968
767,809164720,Existing Customer,33,M,5,Uneducated,Unknown,$40K - $60K,Blue,25,2,0,1,3437.2,1935,32661.1,3.263,3455
768,707468810,Existing Customer,60,M,5,Unknown,Unknown,$60K - $80K,Blue,27,2,2,2,4002.5,633,4156.5,0.961,9862
769,835852884,Existing Customer,44,F,0,Unknown,Divorced,Unknown,Blue,20,6,3,3,7783.7,1253,577.2,2.353,10996
770,725301054,Attrited Customer,55,F,2,Unknown,Single,Less than $40K,Blue,22,4,3,0,2686.7,1082,1802.6,3.204,9142
771,777264088,Existing Customer,39,F,5,Unknown,Divorced,$80K - $120K,Blue,17,2,6,3,2588.4,2143,7899.5,2.289,2602
772,839218773,Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,31,4,1,2,24467.1,1285,7128.7,2.975,4269
773,771572282,Existing Customer,50,M,5,Unknown,Married,$120K +,Blue,50,1,2,4,14483.4,353,11353.7,2.831,5622
774,827212314,Attrited Customer,65,M,4,Doctorate,Married,Less than $40K,Blue,23,2,0,6,3032.0,1159,2550.1,1.288,17447
775,728267184,Existing Customer,49,F,0,Unknown,Married,$40K - $60K,Blue,55,1,1,3,5612.7,1885,10596.6,2.08,5414
776,810933452,Existing Customer,39,F,5,College,Divorced,Less than $40K,Blue,32,3,3,4,4953.8,1818,8652.9,0.616,13768
777,704345760,Attrited Customer,51,M,4,College,Married,$120K +,Blue,32,4,1,4,13961.5,966,3228.7,1.867,1622
778,833973601,Existing Customer,63,F,3,Post-Graduate,Single,$40K - $60K,Blue,33,3,1,2,7148.3,2477,6019.7,0.86,3287
779,858148712,Existing Customer,48,M,4,Doctorate,Unknown,Unknown,Blue,30,2,4,2,2532.3,1169,1615.2,2.554,16097
780,871023458,Existing Customer,47,F,1,Uneducated,Unknown,Unknown,Blue,22,1,1,6,12183.6,1547,4717.6,1.843,10535
781,738019582,Existing Customer,73,M,5,High School,Married,$120K +,Blue,46,2,5,0,5483.2,2134,15412.0,1.457,1824
782,800532608,Existing Customer,44,F,4,Unknown,Married,$60K - $80K,Blue,38,3,1,5,3878.5,108,4327.5,0.987,14072
783,758720660,Existing Customer,71,M,2,Post-Graduate,Married,$120K +,Silver,42,2,5,1,5204.4,1368,13309.1,3.396,11814
784,755229238,Existing Customer,28,M,3,High School,Divorced,$60K - $80K,Blue,21,6,2,3,6947.4,1757,6745.5,0.337,7525
785,718100699,Existing Customer,67,M,5,College,Unknown,$40K - $60K,Blue,43,5,1,2,4800.0,993,1991.3,0.244,12627
786,701722320,Attrited Customer,44,M,1,Post-Graduate,Married,$60K - $80K,Blue,54,3,0,3,3653.6,1517,6591.0,0.817,6220
787,847516100,Existing Customer,34,M,4,Post-Graduate,Single,$40K - $60K,Blue,16,2,5,5,5504.7,1356,5436.3,3.305,13098
788,863920642,Attrited Customer,53,M,3,Graduate,Married,$40K - $60K,Blue,18,1,5,5,1592.9,821,4059.9,3.331,18116
789,797278998,Existing Customer,45,F,5,College,Unknown,$80K - $120K,Blue,26,2,3,6,13282.8,936,1391.9,2.261,15946
790,781550308,Attrited Customer,70,F,3,College,Married,$40K - $60K,Silver,16,1,2,4,2937.7,190,4273.5,3.004,15706
791,865875252,Existing Customer,32,F,1,Doctorate,Unknown,$60K - $80K,Blue,38,5,1,6,1797.2,1996,1028.8,0.806,17411
792,731206052,Existing Customer,39,M,4,Post-Graduate,Married,$80K - $120K,Blue,51,2,6,1,9921.6,932,1228.0,3.308,18114
793,730413513,Existing Customer,34,M,3,Unknown,Single,$80K - $120K,Blue,29,5,0,0,13333.5,141,4264.0,0.571,3016
794,859546825,Attrited Customer,44,F,3,College,Married,$40K - $60K,Blue,31,3,3,3,14886.7,1892,3050.7,0.434,12582
795,712243026,Existing Customer,72,M,0,Post-Graduate,Single,$120K +,Blue,18,1,2,1,6880.0,2215,18682.9,0.47,16646
796,756024141,Existing Customer,39,M,3,Doctorate,Single,$120K +,Blue,41,6,5,0,3277.0,565,3797.9,1.991,14853
797,775356616,Existing Customer,63,M,0,Unknown,Married,Unknown,Blue,23,3,0,3,12129.7,1282,10427.6,2.677,5989
798,717864557,Existing Customer,61,M,4,Doctorate,Single,$80K - $120K,Blue,28,1,1,1,11062.1,1462,5788.8,1.31,10944
799,706195200,Existing Customer,65,M,5,Graduate,Divorced,$40K - $60K,Blue,42,5,6,2,3699.8,1134,9023.8,3.327,3600
800,771086130,Existing Customer,42,F,5,Unknown,Married,$120K +,Blue,37,4,4,3,20136.1,743,2608.8,1.534,7007
801,806222252,Existing Customer,55,F,4,Post-Graduate,Married,$40K - $60K,Blue,52,2,4,1,2319.8,672,20419.7,0.596,15201
802,887581132,Existing Customer,34,F,4,College,Single,$40K - $60K,Blue,23,5,2,5,33889.0,530,5786.5,1.638,7503
803,784729603,Existing Customer,58,F,2,College,Single,$80K - $120K,Blue,19,1,6,0,17181.1,1313,12958.4,2.341,1483
804,876707005,Existing Customer,50,F,4,Post-Graduate,Married,Unknown,Blue,38,1,0,1,10753.4,561,3679.4,2.846,8767
805,713832640,Existing Customer,39,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,34,1,3,2,23780.3,1533,1239.2,1.614,6602
806,730061031,Existing Customer,36,M,5,Post-Graduate,Single,Less than $40K,Blue,37,1,0,6,11688.0,2222,8339.8,2.059,3416
807,896119899,Existing Customer,60,M,1,Uneducated,Single,$120K +,Blue,31,2,6,3,3128.3,301,554.5,0.982,1080
808,780197726,Existing Customer,66,M,5,Unknown,Unknown,$120K +,Blue,43,3,5,3,6107.4,184,5014.4,2.232,12594
809,795282726,Existing Customer,39,F,0,College,Divorced,$120K +,Blue,38,6,4,3,2031.5,509,1999.3,3.354,817
810,787220897,Existing Customer,55,F,5,Unknown,Divorced,$60K - $80K,Blue,54,4,2,2,5387.9,1333,7410.3,0.262,4252
811,866261173,Existing Customer,66,F,2,Doctorate,Married,$40K - $60K,Blue,53,2,1,0,12264.1,1369,27684.0,3.026,9484
812,795856757,Existing Customer,29,M,4,College,Divorced,$80K - $120K,Blue,48,1,0,3,5345.9,2203,4870.6,1.956,1275
813,781052418,Existing Customer,29,F,4,Uneducated,Married,$120K +,Blue,35,2,4,0,4645.3,794,12407.0,0.932,9474
814,786601594,Existing Customer,53,M,5,Post-Graduate,Unknown,Less than $40K,Blue,25,5,3,1,8676.0,2479,5461.9,3.251,8245
815,870430731,Existing Customer,33,F,1,Graduate,Divorced,$120K +,Silver,37,6,2,5,17896.6,1523,5294.0,1.695,16712
816,716689088,Existing Customer,27,F,1,Post-Graduate,Single,Unknown,Blue,14,1,1,5,1828.0,760,19157.3,1.195,14941
817,830883819,Existing Customer,66,M,2,Post-Graduate,Unknown,$40K - $60K,Blue,14,4,0,0,5333.2,2194,15948.8,0.699,11887
818,811274973,Existing Customer,71,M,0,Uneducated,Married,$40K - $60K,Blue,28,1,3,0,2816.1,434,11285.9,0.907,13784
819,707102173,Existing Customer,47,F,5,Unknown,Unknown,$80K - $120K,Blue,21,6,1,5,10946.8,1542,2959.4,2.848,14807
820,879606266,Existing Customer,66,F,4,College,Married,$60K - $80K,Blue,40,4,5,3,2331.9,2038,6012.3,2.128,8546
821,822332984,Attrited Customer,41,M,5,Post-Graduate,Unknown,$80K - $120K,Blue,25,6,4,4,10182.4,1706,2274.3,3.114,8106
822,817922192,Existing Customer,54,F,2,College,Married,$120K +,Blue,47,4,5,4,4135.0,68,4607.9,0.865,17433
823,738720111,Existing Customer,73,F,3,High School,Divorced,Unknown,Blue,53,3,4,2,3212.3,1629,5134.4,0.5,2559
824,882733566,Existing Customer,55,M,3,Doctorate,Single,Less than $40K,Blue,25,3,3,6,23473.2,1904,12971.6,0.12,5185
825,823620654,Existing Customer,37,F,2,Unknown,Married,$80K - $120K,Blue,43,2,5,5,1587.6,2233,16345.5,1.776,2173
826,895574678,Existing Customer,60,M,4,College,Unknown,$60K - $80K,Blue,33,2,4,5,6044.9,2251,4248.5,3.394,6986
